"Text";"Code"
"Ætsning af øjenlåg";"DT265A"
"Ætsning af øjenregion";"DT265B"
"Ætsning af cornea eller konjunktiva";"DT266"
"Ætsning af konjunktiva";"DT266A"
"Ætsning af cornea";"DT266B"
"Ætsning af øje med ruptur eller destruktion af øjeæble";"DT267"
"Ætsning af anden del af øje eller øjenregion";"DT268"
"Ætsning af øje eller øjenregion UNS";"DT269"
"Forbrænding og ætsning af luftveje";"DT27"
"Forbrænding i larynx eller luftrøret";"DT270"
"Forbrænding både i larynx eller luftrøret og lunger";"DT271"
"Forbrænding af anden del af luftvejene";"DT272"
"Forbrænding af luftvejene UNS";"DT273"
"Ætsning i larynx eller luftrøret";"DT274"
"Ætsning både i larynx eller luftrøret og lunger";"DT275"
"Ætsning af anden del af luftvejene";"DT276"
"Ætsning af luftvejene UNS";"DT277"
"Forbrænding og ætsning af andre indre organer";"DT28"
"Forbrænding i mundhulen eller svælget";"DT280"
"Forbrænding i mundhulen";"DT280A"
"Forbrænding i svælget";"DT280B"
"Forbrænding i spiserøret";"DT281"
"Forbrænding i anden del af fordøjelseskanalen";"DT282"
"Forbrænding i indre urin- eller kønsorganer";"DT283"
"Forbrænding i andet eller ikke specificeret indre organ";"DT284"
"Forbrænding af indre organer UNS";"DT284A"
"Ætsning i mundhulen eller svælget";"DT285"
"Ætsning i mundhulen";"DT285A"
"Ætsning i svælget";"DT285B"
"Ætsning i spiserøret";"DT286"
"Ætsning i anden del af fordøjelseskanalen";"DT287"
"Ætsning i indre urin- eller kønsorganer";"DT288"
"Ætsning i andet eller ikke specificeret indre organ";"DT289"
"Forbrændinger og ætsninger af flere og ikke specificerede regioner [DT29-DT32]";""
"Forbrænding og ætsning af flere legemsregioner";"DT29"
"Multiple forbrændinger UNS af flere legemsregioner";"DT290"
"Multiple 1° forbrændinger uden 2° og 3° forbrændinger";"DT291"
"Multiple 1° og 2° forbrændinger uden 3° forbrændinger";"DT292"
"Multiple forbrændinger med mindst en 3° forbrænding";"DT293"
"Multiple ætsninger UNS af flere legemsregioner";"DT294"
"Multiple 1° ætsninger uden 2° og 3° ætsninger";"DT295"
"Multiple 1° og 2° ætsninger uden 3° ætsninger";"DT296"
"Multiple ætsninger med mindst en 3° ætsning";"DT297"
"Forbrænding og ætsning uden angivelse af legemsregion";"DT30"
"Forbrænding UNS";"DT300"
"1° forbrænding UNS";"DT301"
"2° forbrænding UNS";"DT302"
"3° forbrænding UNS";"DT303"
"Ætsning UNS";"DT304"
"1° ætsning UNS";"DT305"
"2° ætsning UNS";"DT306"
"3° ætsning UNS";"DT307"
"Forbrænding i procent af legemsoverfladen";"DT31"
"Forbrænding af mindre end 10% af legemsoverfladen";"DT310"
"Forbrænding, mindre end 5% af legemsoverfladen";"DT310A"
"Forbrænding, 5-9 % af legemsoverfladen";"DT310B"
"Forbrænding af 10-19% af legemsoverfladen";"DT311"
"Forbrænding af 20-29% af legemsoverfladen";"DT312"
"Forbrænding af 30-39% af legemsoverfladen";"DT313"
"Forbrænding af 40-49% af legemsoverfladen";"DT314"
"Forbrænding af 50-59% af legemsoverfladen";"DT315"
"Forbrænding af 60-69% af legemsoverfladen";"DT316"
"Forbrænding af 70-79% af legemsoverfladen";"DT317"
"Forbrænding af 80-89% af legemsoverfladen";"DT318"
"Forbrænding af 90% eller mere af legemsoverfladen";"DT319"
"Ætsning i procent af legemsoverfladen";"DT32"
"Ætsning af mindre end 10% af legemsoverfladen";"DT320"
"Ætsning, mindre end 5% af legemsoverfladen";"DT320A"
"Ætsning, 5-9 % af legemsoverfladen";"DT320B"
"Ætsning af 10-19% af legemsoverfladen";"DT321"
"Ætsning af 20-29% af legemsoverfladen";"DT322"
"Ætsning af 30-39% af legemsoverfladen";"DT323"
"Ætsning af 40-49% af legemsoverfladen";"DT324"
"Ætsning af 50-59% af legemsoverfladen";"DT325"
"Ætsning af 60-69% af legemsoverfladen";"DT326"
"Ætsning af 70-79% af legemsoverfladen";"DT327"
"Ætsning af 80-89% af legemsoverfladen";"DT328"
"Ætsning af 90% eller mere af legemsoverfladen";"DT329"
"Forfrysninger [DT33-DT35]";""
"Overfladisk forfrysning";"DT33"
"Overfladisk forfrysning på hovedet";"DT330"
"Overfladisk forfrysning på halsen";"DT331"
"Overfladisk forfrysning på thorax";"DT332"
"Overfladisk forfrysning på abdomen, lænden eller bækkenet";"DT333"
"Overfladisk forfrysning på overekstremitet";"DT334"
"Overfladisk forfrysning på håndled eller hånd";"DT335"
"Overfladisk forfrysning på hofte eller lår";"DT336"
"Overfladisk forfrysning på knæ eller underben";"DT337"
"Overfladisk forfrysning på ankel eller fod";"DT338"
"Overfladisk forfrysning UNS";"DT339"
"Forfrysning med nekrose";"DT34"
"Forfrysning med nekrose på hovedet";"DT340"
"Forfrysning med nekrose på halsen";"DT341"
"Forfrysning med nekrose på thorax";"DT342"
"Forfrysning med nekrose på abdomen, lænden og bækkenet";"DT343"
"Forfrysning med nekrose på overekstremitet";"DT344"
"Forfrysning med nekrose på håndled eller hånd";"DT345"
"Forfrysning med nekrose på hofte eller lår";"DT346"
"Forfrysning med nekrose på knæ eller underben";"DT347"
"Forfrysning med nekrose på ankel eller fod";"DT348"
"Forfrysning med nekrose med anden eller ikke specificeret lokalisation";"DT349"
"Forfrysninger i flere legemsregioner og ikke specificeret forfrysning";"DT35"
"Multiple overfladiske forfrysninger i flere legemsregioner";"DT350"
"Multiple forfrysninger med nekroser i flere legemsregioner";"DT351"
"Forfrysninger på hovedet eller halsen UNS";"DT352"
"Forfrysninger på thorax, abdomen, lænden eller bækkenet UNS";"DT353"
"Forfrysninger på overekstremitet UNS";"DT354"
"Forfrysninger på underekstremitet UNS";"DT355"
"Multiple forfrysninger UNS";"DT356"
"Forfrysning UNS";"DT357"
"Skadelige virkninger af lægemidler og biologiske stoffer [DT36-DT50]";""
"Forgiftning med antibiotika til systemisk brug";"DT36"
"Forgiftning med antibiotikum af kendt art";"DT360"
"Forgiftning med antibiotikum UNS";"DT369"
"Forgiftning med andre antibakterielle og antiparasitære midler";"DT37"
"Forgiftning med andet kendt antibakterielt eller antiparasitært middel";"DT370"
"Forgiftning med andet antibakterielt eller antiparasitært middel UNS";"DT379"
"Forgiftning med hormoner og syntetiske substitutter og antagonister IKA";"DT38"
"Forgiftning med hormon, syntetisk substitut eller antagonist af kendt art IKA";"DT380"
"Forgiftning med insulin eller andet antidiabetika";"DT383"
"Insulinshock";"DT383A"
"Forgiftning med hormon, syntetisk substitut eller antagonist UNS";"DT389"
"Forgiftning med svage smertestillende midler";"DT39"
"Forgiftning med svagt smertestillende middel af kendt art";"DT390"
"Forgiftning med andet svagt smertestillende middel";"DT398"
"Forgiftning med paracetamol";"DT398A"
"Forgiftning med svagt smertestillende middel UNS";"DT399"
"Forgiftninger med opioider, kokain og hallucinogener";"DT40"
"Forgiftning med opium";"DT400"
"Forgiftning med heroin";"DT401"
"Forgiftning med andet opioid";"DT402"
"Forgiftning med kodein";"DT402A"
"Forgiftning med morfin";"DT402B"
"Forgiftning med metadon";"DT403"
"Forgiftning med andet syntetisk opioid";"DT404"
"Forgiftning med petidin";"DT404A"
"Forgiftning med kokain";"DT405"
"Forgiftning med andet eller ikke specificeret opioid";"DT406"
"Forgiftning med opioid UNS";"DT406W"
"Forgiftning med cannabis";"DT407"
"Forgiftning med lysergsyrediethylamid (LSD)";"DT408"
"Forgiftning med andet eller ikke specificeret hallucinogen";"DT409"
"Forgiftning med euforiserende svampe";"DT409A"
"Forgiftning med meskalin";"DT409B"
"Forgiftning med psilocin";"DT409C"
"Forgiftning med psilocybin";"DT409D"
"Forgiftning ved blandingsmisbrug med hallucinogener";"DT409X"
"Forgiftning med hallucinogen UNS";"DT409Z"
"Forgiftninger med bedøvelsesmidler og terapeutiske gasarter";"DT41"
"Forgiftning med inhaleret bedøvelsesmiddel";"DT410"
"Forgiftning med intravenøst bedøvelsesmiddel";"DT411"
"Forgiftning med thiobarbiturat";"DT411A"
"Forgiftning med andet eller ikke specificeret middel til generel anæstesi";"DT412"
"Forgiftning med lokalt anæstetisk middel";"DT413"
"Forgiftning med andet eller ikke specificeret anæstetisk middel";"DT414"
"Forgiftning med terapeutisk gasart";"DT415"
"Forgiftning med kuldioxid";"DT415A"
"Forgiftning med oxygen";"DT415B"
"Forgiftninger med epilepsi-, sove- og antiparkinsonmidler";"DT42"
"Forgiftning med hydantoinderivat";"DT420"
"Forgiftning med carboxamidderivat";"DT421"
"Forgiftning med succinimiderivat";"DT422"
"Forgiftning med barbituratderivat";"DT423"
"Forgiftning med benzodiazepinderivat";"DT424"
"Forgiftning med blanding af antiepileptika, IKA";"DT425"
"Forgiftning andet antiepileptikum, sovemiddel eller beroligende middel";"DT426"
"Forgiftning med antiepileptikum, sovemiddel eller beroligende middel UNS";"DT427"
"Forgiftning med antiparkinsonmiddel eller andet centralt virkende muskeltonusnedsættende middel";"DT428"
"Forgiftning med epilepsi-, sove- eller antiparkinsonmiddel UNS";"DT429"
"Forgiftninger med andre psykotrope midler, IKA";"DT43"
"Forgiftning med cykliske antidepressive midler";"DT430"
"Forgiftning med MAO-hæmmer";"DT431"
"Forgiftning med andet antidepressivum";"DT432"
"Forgiftning med fenotiazin";"DT433"
"Forgiftning med butyrofenoner eller thioxantener";"DT434"
"Forgiftning med andet antipsykotisk eller neuroleptisk lægemiddel";"DT435"
"Forgiftning med psykostimulerende stoffer med misbrugspotentiale";"DT436"
"Forgiftning med amfetamin";"DT436A"
"Forgiftning med ecstasy";"DT436B"
"Forgiftning med khat";"DT436C"
"Forgiftning med andet psykotropt middel";"DT438"
"Forgiftning med designer drug";"DT438A"
"Forgiftning med psykotropt middel UNS";"DT439"
"Forgiftning med lægemidler med virkning på det autonome nervesystem";"DT44"
"Forgiftning med lægemiddel af kendt art med virkning på det autonome nervesystem";"DT440"
"Forgiftning med lægemiddel UNS med virkning på autonome nerver";"DT449"
"Forgiftning med lægemidler med systemisk og hæmatologisk virkning IKA";"DT45"
"Forgiftning med lægemiddel af kendt art med systemisk eller hæmatologisk virkning IKA";"DT450"
"Forgiftning med lægemiddel af kendt art med virkning på koagulation IKA";"DT450A"
"Forgiftning med lægemiddel UNS med systemisk eller hæmatologisk virkning IKA";"DT459"
"Forgiftning med lægemiddel UNS med virkning på koagulation IKA";"DT459A"
"Forgiftning med lægemidler med virkning primært på hjerte og kredsløb";"DT46"
"Forgiftning med lægemiddel af kendt art med virkning primært på hjerte og kredsløb";"DT460"
"Forgiftning med lægemiddel UNS med virkning primært på hjerte og kredsløb";"DT469"
"Forgiftning med lægemidler med virkning primært på fordøjelsessystemet";"DT47"
"Forgiftning med lægemiddel med virkning primært på fordøjelsessystemet";"DT470"
"Forgiftning med lægemiddel UNS med virkning primært på fordøjelsessystemet";"DT479"
"Forgiftning med lægemidler med virkning primært på glat muskulatur, bevægeapparat og åndedrætsorganer";"DT48"
"Forgiftning med lægemiddel af kendt art med virkning primært på glat muskulatur, bevægeapparat eller åndedrætsorganer";"DT480"
"Forgiftning med lægemiddel UNS med virkning primært på glat muskulatur, bevægeapparat eller åndedrætsorganer";"DT489"
"Forgiftning med lokalt virkende lægemidler til hud, slimhinder, øjne, ører, næse, hals og tænder";"DT49"
"Forgiftning med lokalt virkende lægemiddel af kendt art til hud, slimhinder, øjne, ører, næse, hals eller tænder";"DT490"
"Forgiftning med lokalt virkende lægemiddel UNS til hud, slimhinder, øjne, ører, næse, hals eller tænder";"DT499"
"Forgiftning med diuretika og andre og ikke specificerede lægemidler og biologiske stoffer";"DT50"
"Forgiftning med diuretikum eller andet lægemiddel eller biologisk stof af kendt art";"DT500"
"Antabus-alkohol reaktion";"DT500A"
"Forgiftning med lægemiddel eller biologisk stof UNS";"DT509"
"Forgiftning med lægemiddel UNS";"DT509A"
"Forgiftning med biologisk stof UNS";"DT509B"
"Skadelige virkninger af ikke-medicinske substanser [DT51-DT65]";""
"Forgiftning med alkohol";"DT51"
"Ethanolforgiftning";"DT510"
"Metanolforgiftning";"DT511"
"Isopropanolforgiftning";"DT512"
"Fuselolieforgiftning";"DT513"
"Butylalkoholforgiftning";"DT513A"
"Propylalkoholforgiftning";"DT513B"
"Forgiftning med anden type alkohol";"DT518"
"Alkoholforgiftning UNS";"DT519"
"Forgiftning med organiske opløsningsmidler";"DT52"
"Petroleumsforgiftning";"DT520"
"Benzinforgiftning";"DT520A"
"Benzenforgiftning";"DT521"
"Forgiftning med benzenhomolog";"DT522"
"Toluenforgiftning";"DT522A"
"Xylenforgiftning";"DT522B"
"Glycolforgiftning";"DT523"
"Ethylenglycolforgiftning";"DT523A"
"Ketonforgiftning";"DT524"
"Forgiftning med andet organisk opløsningsmiddel";"DT528"
"Forgiftning med gamma-butyrolactone (GBL)";"DT528A"
"Forgiftning med organisk opløsningsmiddel UNS";"DT529"
"Forgiftning med halogenderivater af alifatiske og aromatiske hydrocarboner";"DT53"
"Tetraklorkulstofforgiftning";"DT530"
"Kloroformforgiftning";"DT531"
"Triklorætylenforgiftning";"DT532"
"Tetraklorætylenforgiftning";"DT533"
"Perklorætylenforgiftning";"DT533A"
"Tetraklorætenforgiftning";"DT533B"
"Diklormetanforgiftning";"DT534"
"Metylenkloridforgiftning";"DT534A"
"Klorfluorkarbonforgiftning";"DT535"
"Freonforgiftning";"DT535A"
"Forgiftning med andet halogenderivat af alifatisk hydrocarbon";"DT536"
"Forgiftning med andet halogenderivat af aromatisk hydrocarbon";"DT537"
"Forgiftning med halogenderivat af alifatisk eller aromatisk hydrocarbon UNS";"DT539"
"Forgiftning med ætsende substanser";"DT54"
"Forgiftning med fenol eller fenolhomologer";"DT540"
"Fenolforgiftning";"DT540A"
"Fenolhomologforgiftning";"DT540B"
"Forgiftning med anden ætsende organisk substans";"DT541"
"Forgiftning med ætsende syre eller syrelignende substans";"DT542"
"Saltsyreforgiftning";"DT542A"
"Svovlsyreforgiftning";"DT542B"
"Forgiftning med ætsende base eller baselignende substans";"DT543"
"Kaliumhydroxidforgiftning";"DT543A"
"Natriumhydroxidforgiftning";"DT543B"
"Forgiftning med ætsende substans UNS";"DT549"
"Forgiftning med sæbe og rengøringsmidler";"DT55"
"Forgiftning med sæbe eller detergentium";"DT559"
"Detergentiumforgiftning";"DT559A"
"Sæbeforgiftning";"DT559B"
"Forgiftning med metaller";"DT56"
"Blyforgiftning";"DT560"
"Kviksølvforgiftning";"DT561"
"Kromforgiftning";"DT562"
"Kadmiumforgiftning";"DT563"
"Kobberforgiftning";"DT564"
"Zinkforgiftning";"DT565"
"Tinforgiftning";"DT566"
"Berylliumforgiftning";"DT567"
"Forgiftning med andet metal";"DT568"
"Talliumforgiftning";"DT568A"
"Forgiftning med metal UNS";"DT569"
"Forgiftning med andre uorganiske substanser";"DT57"
"Arsenikforgiftning";"DT570"
"Fosforforgiftning";"DT571"
"Manganforgiftning";"DT572"
"Blåsyreforgiftning";"DT573"
"Forgiftning med anden uorganisk substans";"DT578"
"Forgiftning med uorganisk substans UNS";"DT579"
"Forgiftning med kulilte";"DT58"
"Kulilteforgiftning";"DT589"
"Forgiftning med andre gasarter, røg og dampe";"DT59"
"Nitrogenoxidforgiftning";"DT590"
"Svovldioxidforgiftning";"DT591"
"Formaldehydforgiftning";"DT592"
"Tåregasforgiftning";"DT593"
"Klorgasforgiftning";"DT594"
"Fluorgas- eller hydrogenfluorgasforgiftning";"DT595"
"Hydrogensulfidforgiftning";"DT596"
"Kultveilteforgiftning";"DT597"
"Forgiftning med anden gasart, røg eller damp";"DT598"
"Forgiftning med gasart, røg eller damp UNS";"DT599"
"Røgforgiftning UNS";"DT599B"
"Forgiftning med pesticider";"DT60"
"Forgiftning med organisk fosfat- eller karbamatholdigt insekticid";"DT600"
"Forgiftning med halogeneret insekticid";"DT601"
"Forgiftning med andet insekticid";"DT602"
"Insekticidforgiftning UNS";"DT602A"
"Forgiftning med herbicid eller fungicid";"DT603"
"Rodenticidforgiftning";"DT604"
"Forgiftning med andet pesticid";"DT608"
"Pesticidforgiftning UNS";"DT609"
"Forgiftning med giftige bestanddele i madvarer fra havet";"DT61"
"Ciguaterafiskeforgiftning";"DT610"
"Makrelforgiftning";"DT611"
"Forgiftning med anden fisk eller skaldyr";"DT612"
"Fiskeforgiftning UNS";"DT612A"
"Skaldyrforgiftning";"DT612B"
"Forgiftning med anden madvare fra havet";"DT618"
"Forgiftning med fisk, skaldyr eller madvare fra havet UNS";"DT619"
"Forgiftning med andre giftige bestanddele i madvarer";"DT62"
"Svampeforgiftning";"DT620"
"Bærforgiftning";"DT621"
"Forgiftning med anden indtaget plantedel";"DT622"
"Planteforgiftning UNS";"DT622A"
"Forgiftning med anden indtaget specificeret bestanddel i maden";"DT628"
"Madforgiftning UNS";"DT629"
"Skadelig virkning ved kontakt med giftige dyr";"DT63"
"Giftigt slangebid";"DT630"
"Giftigt krybdyrsbid";"DT631"
"Giftigt skorpionbid";"DT632"
"Giftigt edderkoppebid";"DT633"
"Skadelig virkning ved kontakt med andet giftigt leddyr";"DT634"
"Bistik";"DT634A"
"Hvepsestik";"DT634B"
"Giftigt insektbid eller insektstik UNS";"DT634C"
"Kraftig lokalreaktion efter insektbid eller insektstik";"DT634E"
"Anafylaktisk shock efter insektbid eller insektstik";"DT634F"
"Systemisk allergisk reaktion efter insektbid eller insektstik";"DT634G"
"Skadelig virkning forårsaget af kontakt med fisk";"DT635"
"Skadelig virkning forårsaget af kontakt med andet havdyr";"DT636"
"Skadelig virkning forårsaget af kontakt med brandmand";"DT636A"
"Skadelig virkning forårsaget af kontakt med havdyr UNS";"DT636B"
"Skadelig virkning forårsaget af kontakt med musling";"DT636C"
"Skadelig virkning forårsaget af kontakt med gople";"DT636D"
"Skadelig virkning forårsaget af kontakt med andet giftigt dyr";"DT638"
"Skadelig virkning forårsaget af kontakt med giftigt dyr UNS";"DT639"
"Skadelig virkning af aflatoksin og andre svampegifte i madvarer";"DT64"
"Alimentær aflatoksinforgiftning";"DT641"
"Intoksikation med aflatoksin efter inhalation";"DT641A"
"Skadelig virkning af andet mykotoksin i madvarer";"DT649"
"Forgiftning med andre og ikke specificerede substanser";"DT65"
"Cyanidforgiftning";"DT650"
"Strykninforgiftning";"DT651"
"Forgiftning med tobak eller nikotin";"DT652"
"Nikotinforgiftning";"DT652A"
"Forgiftning med nitro- eller aminoderivater af benzen eller benzenhomologer";"DT653"
"Anilinforgiftning";"DT653C"
"Nitrobenzenforgiftning";"DT653D"
"Kulstofdisulfidforgiftning";"DT654"
"Nitroglycerinforgiftning";"DT655"
"Forgiftning med maling eller farver IKA";"DT656"
"Forgiftning med anden substans";"DT658"
"Forgiftning med ricintoksin";"DT658A"
"Styrenforgiftning";"DT658C"
"Forgiftning UNS";"DT659"
"Andre skadelige påvirkninger [DT66-DT78]";""
"Skade forårsaget af stråling";"DT66"
"Stråleskade UNS";"DT669"
"Fibrose eller ardannelse i kar, binde- eller støttevæv som følge af stråling";"DT669A"
"Nekrose i kar, binde- eller støttevæv som følge af stråling";"DT669B"
"Skade forårsaget af varme og lys";"DT67"
"Hedeslag og solstik";"DT670"
"Hedeslag";"DT670A"
"Solstik";"DT670B"
"Besvimelse forårsaget af varme";"DT671"
"Krampe forårsaget af varme";"DT672"
"Varmeudmattelse forårsaget af væsketab uden salttab";"DT673"
"Varmeudmattelse forårsaget af salttab";"DT674"
"Udmattelse ved varme UNS";"DT675"
"Forbigående udmattelse forårsaget af varme";"DT676"
"Ødem forårsaget af varme";"DT677"
"Anden påvirkning af varme og lys";"DT678"
"Påvirkning af varme og lys UNS";"DT679"
"Påvirkning af nedsat temperatur";"DT68"
"Accidentel hypotermi";"DT689"
"Andre virkninger af nedsat temperatur";"DT69"
"Nedkøling af hånd eller fod";"DT690"
"Pernio";"DT691"
"Anden virkning af nedsat temperatur";"DT698"
"Virkning af nedsat temperatur UNS";"DT699"
"Skadelig virkning af lufttryk og vandtryk";"DT70"
"Tryklæsion af øre UNS";"DT700"
"Tryklæsion i ydre øre";"DT7001"
"Tryklæsion i mellemøre";"DT7002"
"Tryklæsion i mellemøre TEED 0";"DT70020"
"Tryklæsion i mellemøre TEED 1";"DT70021"
"Tryklæsion i mellemøre TEED 2";"DT70022"
"Tryklæsion i mellemøre TEED 3";"DT70023"
"Tryklæsion i mellemøre TEED 4";"DT70024"
"Tryklæsion i mellemøre TEED 5";"DT70025"
"Tryklæsion i indre øre";"DT7003"
"Tryklæsion i bihule";"DT701"
"Anden eller ikke specificeret virkning af ophold i stor højde";"DT702"
"Dykkersyge";"DT703"
"Dykkersyge, udvikling ikke specificeret";"DT7031"
"Langsomt progredierende dykkersyge";"DT7031A"
"Hurtigt progredierende dykkersyge";"DT7031B"
"Statisk dykkersyge";"DT7031C"
"Dykkersyge med spontan bedring";"DT7031D"
"Dykkersyge med tilbagefald før behandling";"DT7031E"
"Dykkersyge med tilbagefald under behandling";"DT7031F"
"Dykkersyge med tilbagefald efter behandling";"DT7031G"
"Dykkersyge med specificerede symtomer";"DT7032"
"Dykkersyge med artikulære smerter";"DT7032A"
"Dykkersyge med limb-girdle-smerter";"DT7032B"
"Dykkersyge med neurologiske symptomer";"DT7032C"
"Dykkersyge med audiovestibulære symptomer";"DT7032D"
"Dykkersyge med pulmonale symptomer";"DT7032E"
"Dykkersyge med kutane symptomer";"DT7032F"
"Dykkersyge med med lymfatiske symptomer";"DT7032G"
"Dykkersyge med konstitutionelle symptomer";"DT7032H"
"Dykkersyge med multiorgansymptomer";"DT7032I"
"Dykkersyge med oplysning om forløb";"DT7033"
"Dykkersyge med symptomdebut inden 30 minutter";"DT7033A"
"Dykkersyge med symptomdebut efter ½ til 6 timer";"DT7033B"
"Dykkersyge med symptomdebut efter mere end 6 timer";"DT7033C"
"Dykkersyge med tegn på pulmonalt barotraume";"DT7033D"
"Dykkersyge med beskrevet behandlingsresultat";"DT7034"
"Dykkersyge med symptomer svundet på behandling";"DT7034A"
"Dykkersyge i regression på behandling";"DT7034B"
"Dykkersyge, uændret trods behandling";"DT7034C"
"Dykkersyge uden angivelse af undersøgelsesresultater";"DT7035"
"Følger efter dykkersyge";"DT7039"
"Dykkersyge med subjektive restsymptomer i regression";"DT7039A"
"Dykkersyge med objektive restsymptomer i regression";"DT7039B"
"Følger efter dykkersyge med stationære restsymptomer";"DT7039C"
"Påvirkning fra højt vandtryk";"DT704"
"Anden virkning fra lufttryk eller vandtryk";"DT708"
"Eksplosionslæsion";"DT708A"
"Virkning af lufttryk eller vandtryk UNS";"DT709"
"Kvælning";"DT71"
"Asfyksi";"DT719"
"Asfyksi forårsaget af strangulation ved hængning";"DT719A"
"Asfyksi forårsaget af strangulation ved omsnøring";"DT719B"
"Asfyksi som følge af mekanisk kvælning";"DT719C"
"Skadevirkning af andre mangelsituationer";"DT73"
"Sult";"DT730"
"Tørst";"DT731"
"Udmattelse efter ydre påvirkning";"DT732"
"Udmattelse efter fysisk overanstrengelse";"DT733"
"Anden skadevirkning af mangelsituation";"DT738"
"Skadevirkning af mangelsituation UNS";"DT739"
"Mishandlingssyndromer";"DT74"
"Omsorgssvigt";"DT740"
"Misrøgt af barn";"DT740A"
"Fysisk mishandling";"DT741"
"Battered child-syndrom";"DT741A"
"Battered spouse-syndrom";"DT741B"
"Seksuelt overgreb";"DT742"
"Psykisk mishandling";"DT743"
"Andet mishandlingssyndrom";"DT748"
"Münchhausen by proxy";"DT748A"
"Mishandlingssyndrom UNS";"DT749"
"Andre ydre påvirkninger";"DT75"
"Skadevirkning af lynnedslag";"DT750"
"Drukning eller nær-drukning";"DT751"
"Asfyksi som følge af nær-drukning";"DT751A"
"Vibrationsskade";"DT752"
"Traumatisk vasospastisk syndrom";"DT752A"
"Transportsyge";"DT753"
"Skadevirkning af elektrisk strøm";"DT754"
"Shock ved elektisk stød";"DT754A"
"Anden skade af ydre påvirkning";"DT758"
"Gravitationsskade";"DT758A"
"Vægtløshedsskade";"DT758B"
"Skade ved ydre påvirkning UNS";"DT759"
"Visse bivirkninger IKA";"DT78"
"Anafylaktisk shock forårsaget af fødevareallergi eller -intolerans";"DT780"
"Anafylaktisk shock forårsaget af fødevareallergi";"DT780A"
"Anafylaktisk shock forårsaget af fødevarentolerans";"DT780B"
"Anden fødevarereaktion IKA";"DT781"
"Ikke-allergisk fødevarereaktion UNS";"DT781A"
"Allergisk fødevarereaktion UNS";"DT781B"
"Fødevareintolerance UNS";"DT781C"
"Anafylaktisk shock UNS";"DT782"
"Anstrengelsesudløst anafylaktisk shock";"DT782A"
"Quinkes ødem";"DT783"
"Allergi UNS";"DT784"
"Anden bivirkning IKA";"DT788"
"Anstrengelsesudløst anafylaksi";"DT788A"
"Bivirkning UNS";"DT789"
"Visse tidlige komplikationer til beskadigelse [DT79-DT79]";""
"Visse tidlige komplikationer til skade ved ydre påvirkning IKA";"DT79"
"Traumatisk luftemboli";"DT790"
"Traumatisk fedtemboli";"DT791"
"Sekundær eller recidiverende traumatisk blødning";"DT792"
"Recidiverende traumatisk blødning";"DT792A"
"Sekundær traumatisk blødning";"DT792B"
"Posttraumatisk sårinfektion IKA";"DT793"
"Traumatisk shock";"DT794"
"Posttraumatisk anuri";"DT795"
"Kompressionssyndrom";"DT795B"
"Traumatisk muskeliskæmi";"DT796"
"Volkmanns kontraktur";"DT796A"
"Posttraumatisk dystrofi";"DT796B"
"Paralysis ischaemica Volkmann";"DT796C"
"Traumatisk rhabdomyolyse";"DT796D"
"Traumatisk kompartmentssyndrom";"DT796E"
"Traumatisk subkutant emfysem";"DT797"
"Anden tidlig komplikation til skade ved ydre påvirkning";"DT798"
"Posttraumatisk komplikation UNS";"DT799"
"Komplikationer til kirurgisk og medicinsk behandling IKA [DT80-DT89]";""
"Komplikationer efter infusion, transfusion og injektion";"DT80"
"Luftemboli efter infusion, transfusion eller injektion";"DT800"
"Karkomplikation efter infusion, transfusion eller injektion";"DT801"
"Infektion efter infusion, transfusion eller injektion";"DT802"
"Infektion efter infusion, transfusion eller injektion UNS";"DT802A"
"Sepsis efter infusion, transfusion eller injektion";"DT802D"
"CVK-relateret sepsis";"DT802D1"
"CVK-relateret bakteriæmi (CLABSI)";"DT802D2"
"CVK-relateret infektion";"DT802G"
"AB0-uforligelighedsreaktion ved transfusion";"DT803"
"Rhesusuforligelighedsreaktion ved transfusion";"DT804"
"Anafylaktisk shock ved indgift af serum";"DT805"
"Anden reaktion på serum";"DT806"
"Anden komplikation efter infusion, transfusion eller injektion";"DT808"
"Hæmoglobinæmi efter transfusion";"DT808A"
"Hæmosiderose efter transfusion";"DT808B"
"Komplikation efter spinal eller epidural anæstesi UNS";"DT808C"
"Ekstravasation af kemoterapeutikum";"DT808E"
"Komplikation efter infusion, transfusion eller injektion UNS";"DT809"
"Komplikationer til indgreb IKA";"DT81"
"Postoperativ blødning eller hæmatom IKA";"DT810"
"Hæmatom i cicatrice";"DT810A"
"Overfladisk hæmatom eller blødning i operationssår";"DT810B"
"Dybt hæmatom eller blødning i operationssår";"DT810C"
"Postoperativ intraperitonal blødning eller hæmatom";"DT810E"
"Postoperativ supravaginal blødning eller hæmatom";"DT810F"
"Postoperativ blødning UNS";"DT810G"
"Postoperativt hæmatom UNS";"DT810H"
"Blæretamponade";"DT810I"
"Blødning som følge af endoskopi";"DT810J"
"Blødning som følge af koloskopi";"DT810J1"
"Blødning fra biopsisted";"DT810K"
"Shock ved indgreb IKA";"DT811"
"Postoperativ kollaps UNS";"DT811A"
"Hypovolæmisk kirurgisk shock";"DT811B"
"Utilsigtet peroperativ punktur eller læsion IKA";"DT812"
"Utilsigtet peroperativ læsion IKA";"DT812A"
"Utilsigtet peroperativ punktur IKA";"DT812B"
"Utilsigtet peroperativ punktur eller læsion af gastrointestinalkanalen";"DT812G"
